leave_id,employee_id,leave_type,start_date,end_date,status,created_at
346,271,annual,2021-05-11,2021-05-21,approved,2026-04-05 21:50:05.069527
347,271,sick,2023-06-13,2023-06-16,rejected,2026-04-05 21:50:05.069527
348,271,annual,2024-04-10,2024-04-21,approved,2026-04-05 21:50:05.069527
349,272,sick,2022-08-24,2022-08-26,approved,2026-04-05 21:50:05.069527
350,272,annual,2020-12-30,2021-01-02,approved,2026-04-05 21:50:05.069527
351,273,annual,2022-07-05,2022-07-13,approved,2026-04-05 21:50:05.069527
352,273,sick,2023-02-15,2023-02-18,approved,2026-04-05 21:50:05.069527
353,273,sick,2021-11-17,2021-11-19,pending,2026-04-05 21:50:05.069527
354,273,sick,2021-11-11,2021-11-16,rejected,2026-04-05 21:50:05.069527
355,274,sick,2021-02-18,2021-02-21,approved,2026-04-05 21:50:05.069527
356,274,sick,2024-01-25,2024-01-29,rejected,2026-04-05 21:50:05.069527
357,275,sick,2021-04-20,2021-04-21,approved,2026-04-05 21:50:05.069527
358,275,annual,2023-11-14,2023-11-29,pending,2026-04-05 21:50:05.069527
359,275,maternity,2023-03-06,2023-05-12,approved,2026-04-05 21:50:05.069527
360,275,sick,2023-07-15,2023-07-19,approved,2026-04-05 21:50:05.069527
361,275,annual,2024-01-02,2024-01-13,approved,2026-04-05 21:50:05.069527
362,275,sick,2021-11-09,2021-11-13,approved,2026-04-05 21:50:05.069527
363,277,annual,2022-02-07,2022-02-13,approved,2026-04-05 21:50:05.069527
364,277,paternity,2020-09-11,2020-09-24,approved,2026-04-05 21:50:05.069527
365,278,maternity,2023-10-19,2023-12-18,approved,2026-04-05 21:50:05.069527
366,278,annual,2023-01-29,2023-02-03,approved,2026-04-05 21:50:05.069527
367,278,sick,2020-08-30,2020-09-03,approved,2026-04-05 21:50:05.069527
368,278,sick,2020-12-14,2020-12-17,approved,2026-04-05 21:50:05.069527
369,278,annual,2020-07-10,2020-07-25,approved,2026-04-05 21:50:05.069527
370,280,annual,2024-04-19,2024-05-01,approved,2026-04-05 21:50:05.069527
371,280,sick,2021-09-20,2021-09-22,approved,2026-04-05 21:50:05.069527
372,280,unpaid,2021-04-10,2021-04-25,approved,2026-04-05 21:50:05.069527
373,280,sick,2021-05-26,2021-05-31,approved,2026-04-05 21:50:05.069527
374,280,annual,2022-10-16,2022-10-25,approved,2026-04-05 21:50:05.069527
375,280,annual,2023-10-04,2023-10-15,approved,2026-04-05 21:50:05.069527
376,281,annual,2020-12-27,2021-01-08,pending,2026-04-05 21:50:05.069527
377,281,sick,2021-09-30,2021-10-03,approved,2026-04-05 21:50:05.069527
378,281,annual,2024-02-27,2024-03-09,approved,2026-04-05 21:50:05.069527
379,281,sick,2020-10-09,2020-10-14,approved,2026-04-05 21:50:05.069527
380,281,annual,2024-05-04,2024-05-08,rejected,2026-04-05 21:50:05.069527
381,282,annual,2023-10-16,2023-10-22,approved,2026-04-05 21:50:05.069527
382,282,annual,2020-06-21,2020-07-01,approved,2026-04-05 21:50:05.069527
383,282,annual,2023-11-09,2023-11-14,approved,2026-04-05 21:50:05.069527
384,282,paternity,2021-02-13,2021-02-26,approved,2026-04-05 21:50:05.069527
385,282,annual,2024-05-13,2024-05-24,approved,2026-04-05 21:50:05.069527
386,283,annual,2023-07-14,2023-07-20,approved,2026-04-05 21:50:05.069527
387,283,annual,2023-11-20,2023-11-29,approved,2026-04-05 21:50:05.069527
388,284,annual,2020-06-28,2020-07-10,rejected,2026-04-05 21:50:05.069527
389,284,annual,2023-12-07,2023-12-18,approved,2026-04-05 21:50:05.069527
390,284,annual,2022-08-15,2022-08-21,approved,2026-04-05 21:50:05.069527
391,284,annual,2020-03-08,2020-03-12,approved,2026-04-05 21:50:05.069527
392,284,sick,2023-05-15,2023-05-17,approved,2026-04-05 21:50:05.069527
393,285,maternity,2022-03-01,2022-05-14,approved,2026-04-05 21:50:05.069527
394,285,annual,2020-01-10,2020-01-14,approved,2026-04-05 21:50:05.069527
395,285,maternity,2021-11-07,2022-01-20,approved,2026-04-05 21:50:05.069527
396,285,sick,2020-08-14,2020-08-17,approved,2026-04-05 21:50:05.069527
397,285,sick,2020-05-20,2020-05-22,approved,2026-04-05 21:50:05.069527
398,285,annual,2023-08-09,2023-08-21,approved,2026-04-05 21:50:05.069527
399,286,annual,2022-12-06,2022-12-19,approved,2026-04-05 21:50:05.069527
400,286,annual,2020-07-17,2020-07-26,approved,2026-04-05 21:50:05.069527
401,286,annual,2020-07-06,2020-07-11,approved,2026-04-05 21:50:05.069527
402,286,sick,2020-08-02,2020-08-05,approved,2026-04-05 21:50:05.069527
403,286,annual,2024-01-06,2024-01-20,approved,2026-04-05 21:50:05.069527
404,287,paternity,2020-04-08,2020-04-21,pending,2026-04-05 21:50:05.069527
405,287,annual,2022-06-10,2022-06-18,approved,2026-04-05 21:50:05.069527
406,287,annual,2023-06-24,2023-07-09,approved,2026-04-05 21:50:05.069527
407,288,annual,2021-07-13,2021-07-20,approved,2026-04-05 21:50:05.069527
408,288,annual,2021-02-24,2021-02-27,approved,2026-04-05 21:50:05.069527
409,288,sick,2023-07-30,2023-08-03,approved,2026-04-05 21:50:05.069527
410,288,sick,2023-03-09,2023-03-11,approved,2026-04-05 21:50:05.069527
411,288,annual,2023-04-03,2023-04-07,approved,2026-04-05 21:50:05.069527
412,289,annual,2023-10-25,2023-11-08,approved,2026-04-05 21:50:05.069527
413,289,annual,2023-03-18,2023-03-22,approved,2026-04-05 21:50:05.069527
414,289,annual,2023-03-13,2023-03-23,approved,2026-04-05 21:50:05.069527
415,290,sick,2020-09-06,2020-09-08,approved,2026-04-05 21:50:05.069527
416,290,sick,2021-02-17,2021-02-19,approved,2026-04-05 21:50:05.069527
417,290,annual,2022-12-16,2022-12-25,approved,2026-04-05 21:50:05.069527
418,290,sick,2021-01-03,2021-01-04,approved,2026-04-05 21:50:05.069527
419,291,annual,2021-07-08,2021-07-13,approved,2026-04-05 21:50:05.069527
420,291,annual,2023-05-06,2023-05-19,approved,2026-04-05 21:50:05.069527
421,291,annual,2021-01-30,2021-02-02,approved,2026-04-05 21:50:05.069527
422,292,sick,2021-11-22,2021-11-23,approved,2026-04-05 21:50:05.069527
423,292,annual,2020-01-11,2020-01-14,approved,2026-04-05 21:50:05.069527
424,292,annual,2020-03-11,2020-03-20,approved,2026-04-05 21:50:05.069527
425,292,paternity,2022-07-15,2022-07-27,rejected,2026-04-05 21:50:05.069527
426,292,annual,2023-12-09,2023-12-12,approved,2026-04-05 21:50:05.069527
427,292,unpaid,2023-08-10,2023-08-25,approved,2026-04-05 21:50:05.069527
428,294,annual,2023-03-24,2023-03-28,approved,2026-04-05 21:50:05.069527
429,294,sick,2021-12-14,2021-12-16,approved,2026-04-05 21:50:05.069527
430,295,annual,2022-02-07,2022-02-11,approved,2026-04-05 21:50:05.069527
431,295,annual,2023-12-02,2023-12-15,approved,2026-04-05 21:50:05.069527
756,380,sick,2022-05-20,2022-05-23,pending,2026-04-05 21:50:05.069527
432,296,paternity,2022-12-11,2022-12-24,rejected,2026-04-05 21:50:05.069527
433,296,annual,2021-04-26,2021-05-02,approved,2026-04-05 21:50:05.069527
434,296,annual,2022-05-06,2022-05-09,approved,2026-04-05 21:50:05.069527
435,297,annual,2021-08-08,2021-08-14,approved,2026-04-05 21:50:05.069527
436,297,annual,2020-12-16,2020-12-23,approved,2026-04-05 21:50:05.069527
437,297,annual,2020-04-10,2020-04-14,rejected,2026-04-05 21:50:05.069527
438,297,annual,2023-07-26,2023-08-10,approved,2026-04-05 21:50:05.069527
439,298,sick,2020-02-18,2020-02-23,approved,2026-04-05 21:50:05.069527
440,298,unpaid,2022-01-17,2022-02-10,approved,2026-04-05 21:50:05.069527
441,299,sick,2021-10-02,2021-10-04,approved,2026-04-05 21:50:05.069527
442,299,sick,2020-07-28,2020-07-31,pending,2026-04-05 21:50:05.069527
443,299,sick,2020-11-09,2020-11-10,approved,2026-04-05 21:50:05.069527
444,299,sick,2020-04-14,2020-04-19,approved,2026-04-05 21:50:05.069527
445,299,annual,2023-10-19,2023-11-02,approved,2026-04-05 21:50:05.069527
446,300,sick,2020-05-31,2020-06-01,approved,2026-04-05 21:50:05.069527
447,300,sick,2022-01-30,2022-01-31,approved,2026-04-05 21:50:05.069527
448,300,sick,2020-05-17,2020-05-19,approved,2026-04-05 21:50:05.069527
449,300,annual,2023-06-03,2023-06-11,approved,2026-04-05 21:50:05.069527
450,300,annual,2023-09-25,2023-10-04,approved,2026-04-05 21:50:05.069527
451,300,annual,2021-12-29,2022-01-12,approved,2026-04-05 21:50:05.069527
452,301,sick,2021-11-06,2021-11-09,approved,2026-04-05 21:50:05.069527
453,301,annual,2020-06-24,2020-07-09,approved,2026-04-05 21:50:05.069527
454,301,annual,2021-03-11,2021-03-20,approved,2026-04-05 21:50:05.069527
455,301,annual,2024-04-14,2024-04-17,approved,2026-04-05 21:50:05.069527
456,301,sick,2022-06-17,2022-06-20,approved,2026-04-05 21:50:05.069527
457,302,annual,2021-12-28,2022-01-10,pending,2026-04-05 21:50:05.069527
458,302,sick,2022-09-17,2022-09-19,approved,2026-04-05 21:50:05.069527
459,302,annual,2022-09-23,2022-10-01,approved,2026-04-05 21:50:05.069527
460,302,sick,2022-01-06,2022-01-07,rejected,2026-04-05 21:50:05.069527
461,302,annual,2022-07-26,2022-08-01,approved,2026-04-05 21:50:05.069527
462,302,unpaid,2021-03-21,2021-04-01,approved,2026-04-05 21:50:05.069527
463,303,annual,2021-11-17,2021-12-02,rejected,2026-04-05 21:50:05.069527
464,303,annual,2023-07-08,2023-07-12,approved,2026-04-05 21:50:05.069527
465,303,annual,2022-07-22,2022-07-27,approved,2026-04-05 21:50:05.069527
466,304,annual,2022-05-04,2022-05-16,approved,2026-04-05 21:50:05.069527
467,304,annual,2020-07-08,2020-07-18,pending,2026-04-05 21:50:05.069527
468,304,annual,2021-06-28,2021-07-13,approved,2026-04-05 21:50:05.069527
469,305,annual,2023-08-20,2023-08-25,approved,2026-04-05 21:50:05.069527
470,305,annual,2024-03-19,2024-03-31,approved,2026-04-05 21:50:05.069527
471,305,sick,2020-05-25,2020-05-29,approved,2026-04-05 21:50:05.069527
472,305,annual,2022-12-06,2022-12-10,approved,2026-04-05 21:50:05.069527
473,306,annual,2023-03-30,2023-04-04,approved,2026-04-05 21:50:05.069527
474,306,annual,2022-09-17,2022-09-26,approved,2026-04-05 21:50:05.069527
475,306,annual,2023-07-17,2023-07-26,approved,2026-04-05 21:50:05.069527
476,306,annual,2023-06-22,2023-06-30,approved,2026-04-05 21:50:05.069527
477,307,annual,2021-04-08,2021-04-14,approved,2026-04-05 21:50:05.069527
478,307,maternity,2022-07-20,2022-10-11,approved,2026-04-05 21:50:05.069527
479,307,annual,2023-03-15,2023-03-24,rejected,2026-04-05 21:50:05.069527
480,307,unpaid,2021-07-25,2021-08-10,approved,2026-04-05 21:50:05.069527
481,307,annual,2024-01-11,2024-01-23,approved,2026-04-05 21:50:05.069527
482,308,unpaid,2022-01-18,2022-01-26,approved,2026-04-05 21:50:05.069527
483,308,annual,2021-12-01,2021-12-07,approved,2026-04-05 21:50:05.069527
484,309,sick,2022-07-23,2022-07-26,approved,2026-04-05 21:50:05.069527
485,309,annual,2021-03-24,2021-04-07,approved,2026-04-05 21:50:05.069527
486,309,annual,2023-12-09,2023-12-18,rejected,2026-04-05 21:50:05.069527
487,309,sick,2020-06-28,2020-06-30,approved,2026-04-05 21:50:05.069527
488,310,sick,2023-07-06,2023-07-07,approved,2026-04-05 21:50:05.069527
489,310,sick,2023-07-18,2023-07-21,approved,2026-04-05 21:50:05.069527
490,310,paternity,2021-02-20,2021-03-03,approved,2026-04-05 21:50:05.069527
491,310,sick,2023-04-21,2023-04-23,approved,2026-04-05 21:50:05.069527
492,311,sick,2022-01-24,2022-01-28,approved,2026-04-05 21:50:05.069527
493,311,annual,2022-03-03,2022-03-07,approved,2026-04-05 21:50:05.069527
494,312,maternity,2021-09-23,2021-11-27,approved,2026-04-05 21:50:05.069527
495,312,annual,2022-10-23,2022-10-30,approved,2026-04-05 21:50:05.069527
496,312,annual,2020-09-02,2020-09-11,approved,2026-04-05 21:50:05.069527
497,313,sick,2023-10-29,2023-10-30,approved,2026-04-05 21:50:05.069527
498,313,annual,2023-02-26,2023-03-13,approved,2026-04-05 21:50:05.069527
499,313,annual,2020-10-14,2020-10-28,approved,2026-04-05 21:50:05.069527
500,313,sick,2021-08-14,2021-08-17,approved,2026-04-05 21:50:05.069527
501,313,annual,2020-06-09,2020-06-19,approved,2026-04-05 21:50:05.069527
502,314,sick,2022-04-14,2022-04-18,approved,2026-04-05 21:50:05.069527
503,314,sick,2023-03-17,2023-03-21,approved,2026-04-05 21:50:05.069527
504,315,annual,2020-05-02,2020-05-07,approved,2026-04-05 21:50:05.069527
505,315,annual,2020-08-14,2020-08-18,approved,2026-04-05 21:50:05.069527
506,315,sick,2021-08-07,2021-08-09,approved,2026-04-05 21:50:05.069527
507,315,sick,2021-11-05,2021-11-07,approved,2026-04-05 21:50:05.069527
508,316,annual,2024-01-29,2024-02-10,approved,2026-04-05 21:50:05.069527
509,316,sick,2021-10-10,2021-10-11,approved,2026-04-05 21:50:05.069527
510,316,annual,2022-10-31,2022-11-07,approved,2026-04-05 21:50:05.069527
511,316,annual,2022-07-30,2022-08-05,approved,2026-04-05 21:50:05.069527
512,316,sick,2020-02-17,2020-02-18,approved,2026-04-05 21:50:05.069527
513,317,sick,2021-10-20,2021-10-21,approved,2026-04-05 21:50:05.069527
514,317,sick,2021-08-13,2021-08-14,approved,2026-04-05 21:50:05.069527
515,317,annual,2020-12-30,2021-01-02,approved,2026-04-05 21:50:05.069527
516,317,annual,2024-01-27,2024-02-11,approved,2026-04-05 21:50:05.069527
517,318,annual,2022-01-23,2022-01-31,approved,2026-04-05 21:50:05.069527
518,318,annual,2021-09-27,2021-10-10,rejected,2026-04-05 21:50:05.069527
519,318,unpaid,2023-05-17,2023-05-29,rejected,2026-04-05 21:50:05.069527
520,318,sick,2022-01-13,2022-01-17,approved,2026-04-05 21:50:05.069527
521,318,unpaid,2022-09-26,2022-10-11,approved,2026-04-05 21:50:05.069527
522,319,annual,2022-05-29,2022-06-12,approved,2026-04-05 21:50:05.069527
523,319,sick,2023-03-28,2023-03-30,approved,2026-04-05 21:50:05.069527
524,320,maternity,2023-12-19,2024-02-25,pending,2026-04-05 21:50:05.069527
525,320,sick,2023-01-21,2023-01-23,approved,2026-04-05 21:50:05.069527
526,321,sick,2022-08-16,2022-08-20,approved,2026-04-05 21:50:05.069527
527,321,sick,2022-03-23,2022-03-24,pending,2026-04-05 21:50:05.069527
528,321,unpaid,2023-01-22,2023-02-06,approved,2026-04-05 21:50:05.069527
529,321,annual,2024-05-12,2024-05-15,pending,2026-04-05 21:50:05.069527
530,321,sick,2024-03-24,2024-03-28,approved,2026-04-05 21:50:05.069527
531,321,annual,2023-12-18,2024-01-01,approved,2026-04-05 21:50:05.069527
532,322,annual,2020-11-02,2020-11-12,pending,2026-04-05 21:50:05.069527
533,322,maternity,2023-12-29,2024-03-26,approved,2026-04-05 21:50:05.069527
534,323,annual,2022-09-21,2022-09-27,approved,2026-04-05 21:50:05.069527
535,323,maternity,2021-09-23,2021-12-20,approved,2026-04-05 21:50:05.069527
536,323,maternity,2023-02-25,2023-05-12,approved,2026-04-05 21:50:05.069527
537,323,annual,2022-08-30,2022-09-03,approved,2026-04-05 21:50:05.069527
538,323,sick,2023-07-10,2023-07-15,pending,2026-04-05 21:50:05.069527
539,324,annual,2020-05-22,2020-06-01,pending,2026-04-05 21:50:05.069527
540,324,annual,2021-11-18,2021-11-29,approved,2026-04-05 21:50:05.069527
541,324,annual,2021-03-29,2021-04-13,rejected,2026-04-05 21:50:05.069527
542,324,sick,2020-02-20,2020-02-21,approved,2026-04-05 21:50:05.069527
543,324,sick,2022-03-21,2022-03-23,rejected,2026-04-05 21:50:05.069527
544,325,paternity,2023-07-21,2023-08-02,approved,2026-04-05 21:50:05.069527
545,325,annual,2022-07-06,2022-07-16,pending,2026-04-05 21:50:05.069527
546,325,sick,2021-04-18,2021-04-20,rejected,2026-04-05 21:50:05.069527
547,325,sick,2021-09-01,2021-09-05,approved,2026-04-05 21:50:05.069527
548,326,maternity,2022-10-21,2023-01-18,approved,2026-04-05 21:50:05.069527
549,326,paternity,2021-12-15,2021-12-25,approved,2026-04-05 21:50:05.069527
550,326,annual,2023-03-26,2023-04-09,approved,2026-04-05 21:50:05.069527
551,326,sick,2022-02-02,2022-02-07,pending,2026-04-05 21:50:05.069527
552,327,sick,2024-03-31,2024-04-02,approved,2026-04-05 21:50:05.069527
553,327,annual,2022-11-14,2022-11-18,approved,2026-04-05 21:50:05.069527
554,327,sick,2022-03-10,2022-03-12,approved,2026-04-05 21:50:05.069527
555,327,annual,2024-02-27,2024-03-06,approved,2026-04-05 21:50:05.069527
556,327,annual,2024-03-04,2024-03-13,approved,2026-04-05 21:50:05.069527
557,328,annual,2023-12-02,2023-12-14,approved,2026-04-05 21:50:05.069527
558,328,sick,2021-06-06,2021-06-10,approved,2026-04-05 21:50:05.069527
559,329,sick,2022-12-30,2023-01-01,approved,2026-04-05 21:50:05.069527
560,329,sick,2021-06-09,2021-06-11,approved,2026-04-05 21:50:05.069527
561,329,annual,2021-03-10,2021-03-20,approved,2026-04-05 21:50:05.069527
562,329,sick,2024-02-26,2024-02-29,approved,2026-04-05 21:50:05.069527
563,330,sick,2021-07-25,2021-07-27,approved,2026-04-05 21:50:05.069527
564,330,annual,2020-07-01,2020-07-14,approved,2026-04-05 21:50:05.069527
565,330,sick,2020-04-15,2020-04-16,approved,2026-04-05 21:50:05.069527
566,330,annual,2020-08-18,2020-09-01,approved,2026-04-05 21:50:05.069527
567,330,unpaid,2020-05-30,2020-06-26,approved,2026-04-05 21:50:05.069527
568,331,annual,2020-01-20,2020-02-03,pending,2026-04-05 21:50:05.069527
569,331,annual,2023-07-05,2023-07-20,approved,2026-04-05 21:50:05.069527
570,331,sick,2021-03-03,2021-03-05,approved,2026-04-05 21:50:05.069527
571,332,sick,2021-12-20,2021-12-21,rejected,2026-04-05 21:50:05.069527
572,332,sick,2020-07-30,2020-08-03,approved,2026-04-05 21:50:05.069527
573,332,annual,2021-04-14,2021-04-27,rejected,2026-04-05 21:50:05.069527
574,333,unpaid,2020-01-29,2020-02-20,approved,2026-04-05 21:50:05.069527
575,333,annual,2021-11-10,2021-11-20,pending,2026-04-05 21:50:05.069527
576,333,sick,2024-04-20,2024-04-24,approved,2026-04-05 21:50:05.069527
577,334,annual,2023-11-17,2023-11-23,approved,2026-04-05 21:50:05.069527
578,334,annual,2023-03-05,2023-03-09,approved,2026-04-05 21:50:05.069527
579,334,sick,2020-07-06,2020-07-11,rejected,2026-04-05 21:50:05.069527
580,334,annual,2024-02-10,2024-02-24,approved,2026-04-05 21:50:05.069527
581,335,annual,2024-02-24,2024-03-05,approved,2026-04-05 21:50:05.069527
582,335,annual,2020-02-18,2020-02-23,approved,2026-04-05 21:50:05.069527
583,335,sick,2020-01-21,2020-01-23,approved,2026-04-05 21:50:05.069527
584,336,annual,2023-07-01,2023-07-13,approved,2026-04-05 21:50:05.069527
585,336,sick,2020-02-06,2020-02-08,approved,2026-04-05 21:50:05.069527
586,337,sick,2020-02-21,2020-02-23,rejected,2026-04-05 21:50:05.069527
587,337,annual,2022-05-03,2022-05-13,approved,2026-04-05 21:50:05.069527
588,337,annual,2022-06-09,2022-06-20,approved,2026-04-05 21:50:05.069527
589,337,annual,2020-02-23,2020-02-28,approved,2026-04-05 21:50:05.069527
590,337,annual,2024-04-09,2024-04-12,approved,2026-04-05 21:50:05.069527
591,338,annual,2023-08-30,2023-09-13,approved,2026-04-05 21:50:05.069527
592,338,annual,2021-07-10,2021-07-24,approved,2026-04-05 21:50:05.069527
593,338,sick,2020-11-28,2020-11-29,approved,2026-04-05 21:50:05.069527
594,338,maternity,2020-10-26,2021-01-14,approved,2026-04-05 21:50:05.069527
595,338,sick,2021-04-07,2021-04-11,approved,2026-04-05 21:50:05.069527
596,339,annual,2022-01-18,2022-01-22,approved,2026-04-05 21:50:05.069527
597,339,sick,2021-08-19,2021-08-24,approved,2026-04-05 21:50:05.069527
598,340,annual,2022-02-23,2022-03-07,approved,2026-04-05 21:50:05.069527
599,340,sick,2023-01-06,2023-01-07,approved,2026-04-05 21:50:05.069527
600,340,annual,2022-04-10,2022-04-20,pending,2026-04-05 21:50:05.069527
601,340,sick,2023-05-18,2023-05-21,approved,2026-04-05 21:50:05.069527
602,340,annual,2020-09-02,2020-09-06,approved,2026-04-05 21:50:05.069527
603,340,maternity,2023-03-05,2023-05-21,approved,2026-04-05 21:50:05.069527
604,341,annual,2023-06-15,2023-06-26,approved,2026-04-05 21:50:05.069527
605,341,annual,2023-11-27,2023-12-01,approved,2026-04-05 21:50:05.069527
606,342,annual,2022-01-25,2022-02-09,approved,2026-04-05 21:50:05.069527
607,342,sick,2021-12-02,2021-12-04,pending,2026-04-05 21:50:05.069527
608,342,maternity,2022-07-20,2022-09-23,rejected,2026-04-05 21:50:05.069527
609,342,sick,2020-09-07,2020-09-08,approved,2026-04-05 21:50:05.069527
610,342,sick,2020-04-08,2020-04-09,approved,2026-04-05 21:50:05.069527
611,342,annual,2020-10-17,2020-10-30,approved,2026-04-05 21:50:05.069527
612,343,annual,2023-06-13,2023-06-28,approved,2026-04-05 21:50:05.069527
613,343,unpaid,2023-03-24,2023-04-14,approved,2026-04-05 21:50:05.069527
614,343,unpaid,2023-03-17,2023-03-27,approved,2026-04-05 21:50:05.069527
615,343,paternity,2024-01-18,2024-01-28,approved,2026-04-05 21:50:05.069527
616,343,annual,2020-06-23,2020-07-04,rejected,2026-04-05 21:50:05.069527
617,343,annual,2020-01-30,2020-02-10,approved,2026-04-05 21:50:05.069527
618,344,annual,2021-06-16,2021-06-24,approved,2026-04-05 21:50:05.069527
619,344,unpaid,2020-09-13,2020-09-29,approved,2026-04-05 21:50:05.069527
620,344,annual,2024-04-02,2024-04-16,approved,2026-04-05 21:50:05.069527
621,344,sick,2023-09-10,2023-09-12,approved,2026-04-05 21:50:05.069527
622,344,annual,2022-10-26,2022-11-01,pending,2026-04-05 21:50:05.069527
623,344,sick,2020-10-23,2020-10-25,approved,2026-04-05 21:50:05.069527
624,345,annual,2020-05-12,2020-05-24,approved,2026-04-05 21:50:05.069527
625,345,annual,2021-12-14,2021-12-21,approved,2026-04-05 21:50:05.069527
626,345,paternity,2021-10-18,2021-10-31,approved,2026-04-05 21:50:05.069527
627,345,paternity,2024-01-17,2024-02-01,approved,2026-04-05 21:50:05.069527
628,346,annual,2022-04-22,2022-04-26,approved,2026-04-05 21:50:05.069527
629,346,annual,2020-05-24,2020-06-06,approved,2026-04-05 21:50:05.069527
630,346,annual,2020-08-18,2020-08-26,approved,2026-04-05 21:50:05.069527
631,347,sick,2022-05-21,2022-05-25,approved,2026-04-05 21:50:05.069527
632,347,annual,2020-04-12,2020-04-27,approved,2026-04-05 21:50:05.069527
633,347,annual,2021-07-11,2021-07-23,approved,2026-04-05 21:50:05.069527
634,347,annual,2022-09-04,2022-09-15,approved,2026-04-05 21:50:05.069527
635,347,annual,2020-02-18,2020-02-22,approved,2026-04-05 21:50:05.069527
636,347,annual,2021-10-05,2021-10-13,approved,2026-04-05 21:50:05.069527
637,348,maternity,2021-03-23,2021-05-29,approved,2026-04-05 21:50:05.069527
638,348,annual,2023-05-22,2023-05-28,approved,2026-04-05 21:50:05.069527
639,348,annual,2020-08-27,2020-08-31,approved,2026-04-05 21:50:05.069527
640,349,annual,2022-07-18,2022-08-02,approved,2026-04-05 21:50:05.069527
641,349,annual,2021-05-19,2021-06-02,approved,2026-04-05 21:50:05.069527
642,349,annual,2022-01-17,2022-01-24,approved,2026-04-05 21:50:05.069527
643,349,maternity,2023-04-24,2023-06-28,approved,2026-04-05 21:50:05.069527
644,350,annual,2022-10-27,2022-11-11,approved,2026-04-05 21:50:05.069527
645,350,unpaid,2023-04-07,2023-04-29,approved,2026-04-05 21:50:05.069527
646,350,maternity,2021-03-10,2021-05-21,approved,2026-04-05 21:50:05.069527
647,350,annual,2020-08-31,2020-09-03,approved,2026-04-05 21:50:05.069527
648,350,sick,2024-04-04,2024-04-06,approved,2026-04-05 21:50:05.069527
649,351,sick,2022-12-10,2022-12-11,rejected,2026-04-05 21:50:05.069527
650,351,sick,2020-06-15,2020-06-18,approved,2026-04-05 21:50:05.069527
651,351,annual,2020-10-30,2020-11-11,approved,2026-04-05 21:50:05.069527
652,351,annual,2023-09-19,2023-09-29,pending,2026-04-05 21:50:05.069527
653,351,sick,2021-12-22,2021-12-27,approved,2026-04-05 21:50:05.069527
654,351,unpaid,2020-08-24,2020-09-14,rejected,2026-04-05 21:50:05.069527
655,352,annual,2022-11-24,2022-11-28,rejected,2026-04-05 21:50:05.069527
656,352,annual,2023-05-17,2023-05-25,approved,2026-04-05 21:50:05.069527
657,352,sick,2022-10-11,2022-10-12,approved,2026-04-05 21:50:05.069527
658,353,annual,2020-04-02,2020-04-05,approved,2026-04-05 21:50:05.069527
659,353,annual,2022-04-29,2022-05-09,approved,2026-04-05 21:50:05.069527
660,354,unpaid,2023-10-31,2023-11-18,approved,2026-04-05 21:50:05.069527
661,354,paternity,2024-03-04,2024-03-15,approved,2026-04-05 21:50:05.069527
662,355,sick,2021-12-09,2021-12-14,approved,2026-04-05 21:50:05.069527
663,355,annual,2023-01-10,2023-01-22,approved,2026-04-05 21:50:05.069527
664,355,sick,2023-03-12,2023-03-13,approved,2026-04-05 21:50:05.069527
665,355,sick,2023-09-03,2023-09-06,approved,2026-04-05 21:50:05.069527
666,355,sick,2021-07-31,2021-08-05,approved,2026-04-05 21:50:05.069527
667,355,annual,2023-03-26,2023-04-05,pending,2026-04-05 21:50:05.069527
668,356,paternity,2020-09-23,2020-10-04,approved,2026-04-05 21:50:05.069527
669,356,sick,2022-07-06,2022-07-11,approved,2026-04-05 21:50:05.069527
670,356,annual,2022-02-04,2022-02-14,approved,2026-04-05 21:50:05.069527
671,356,annual,2020-08-16,2020-08-20,approved,2026-04-05 21:50:05.069527
672,356,sick,2020-09-11,2020-09-16,rejected,2026-04-05 21:50:05.069527
673,356,maternity,2022-04-12,2022-06-20,approved,2026-04-05 21:50:05.069527
674,357,annual,2021-04-24,2021-04-27,approved,2026-04-05 21:50:05.069527
675,357,annual,2023-03-26,2023-04-01,rejected,2026-04-05 21:50:05.069527
676,357,paternity,2021-04-24,2021-05-09,approved,2026-04-05 21:50:05.069527
677,357,maternity,2023-04-25,2023-07-23,approved,2026-04-05 21:50:05.069527
678,358,sick,2022-09-10,2022-09-11,approved,2026-04-05 21:50:05.069527
679,358,sick,2023-01-25,2023-01-28,approved,2026-04-05 21:50:05.069527
680,358,annual,2020-11-27,2020-12-05,rejected,2026-04-05 21:50:05.069527
681,358,annual,2020-10-11,2020-10-19,approved,2026-04-05 21:50:05.069527
682,358,annual,2020-01-17,2020-01-23,approved,2026-04-05 21:50:05.069527
683,358,annual,2022-08-15,2022-08-20,approved,2026-04-05 21:50:05.069527
684,359,annual,2023-10-13,2023-10-28,approved,2026-04-05 21:50:05.069527
685,359,annual,2023-01-23,2023-02-01,approved,2026-04-05 21:50:05.069527
686,359,annual,2022-04-18,2022-04-23,approved,2026-04-05 21:50:05.069527
687,359,annual,2020-11-13,2020-11-23,approved,2026-04-05 21:50:05.069527
688,359,annual,2021-02-15,2021-02-20,approved,2026-04-05 21:50:05.069527
689,360,annual,2020-09-28,2020-10-12,approved,2026-04-05 21:50:05.069527
690,360,annual,2021-08-05,2021-08-08,approved,2026-04-05 21:50:05.069527
